2025-11-15 12:57:56 | FIRE DETECTED
2025-11-15 12:57:57 | VIOLENCE DETECTED
2025-11-15 12:57:57 | FIRE DETECTED
2025-11-15 12:57:58 | FIRE DETECTED
2025-11-15 12:57:58 | VIOLENCE DETECTED
2025-11-15 12:57:59 | FIRE DETECTED
2025-11-15 12:57:59 | FIRE DETECTED
2025-11-15 12:57:59 | VIOLENCE DETECTED
2025-11-15 12:58:00 | FIRE DETECTED
2025-11-15 12:58:00 | VIOLENCE DETECTED
2025-11-15 12:58:01 | FIRE DETECTED
2025-11-15 12:58:01 | FIRE DETECTED
2025-11-15 12:58:02 | VIOLENCE DETECTED
2025-11-15 12:58:02 | FIRE DETECTED
2025-11-15 12:58:03 | FIRE DETECTED
2025-11-15 12:58:03 | VIOLENCE DETECTED
2025-11-15 12:58:04 | FIRE DETECTED
2025-11-15 12:58:04 | VIOLENCE DETECTED
2025-11-15 12:58:04 | FIRE DETECTED
2025-11-15 12:58:05 | FIRE DETECTED
2025-11-15 12:58:05 | VIOLENCE DETECTED
2025-11-15 12:58:06 | FIRE DETECTED
2025-11-15 12:58:07 | FIRE DETECTED
2025-11-15 12:58:07 | VIOLENCE DETECTED
2025-11-15 12:58:07 | FIRE DETECTED
2025-11-15 12:58:08 | VIOLENCE DETECTED
2025-11-15 12:58:08 | FIRE DETECTED
2025-11-15 12:58:09 | FIRE DETECTED
2025-11-15 12:58:09 | VIOLENCE DETECTED
2025-11-15 12:58:10 | FIRE DETECTED
2025-11-15 12:58:10 | FIRE DETECTED
2025-11-15 12:58:11 | VIOLENCE DETECTED
2025-11-15 12:58:11 | FIRE DETECTED
2025-11-15 12:58:12 | VIOLENCE DETECTED
2025-11-15 12:58:12 | FIRE DETECTED
2025-11-15 12:58:13 | FIRE DETECTED
2025-11-15 12:58:13 | VIOLENCE DETECTED
2025-11-15 12:58:14 | FIRE DETECTED
2025-11-15 12:58:14 | FIRE DETECTED
2025-11-15 12:58:15 | VIOLENCE DETECTED
2025-11-15 12:58:15 | FIRE DETECTED
2025-11-15 12:58:16 | VIOLENCE DETECTED
2025-11-15 12:58:16 | FIRE DETECTED
2025-11-15 12:58:17 | FIRE DETECTED
2025-11-15 12:58:17 | VIOLENCE DETECTED
2025-11-15 12:58:18 | FIRE DETECTED
2025-11-15 12:58:18 | FIRE DETECTED
2025-11-15 12:58:19 | VIOLENCE DETECTED
2025-11-15 12:58:19 | FIRE DETECTED
2025-11-15 12:58:20 | VIOLENCE DETECTED
2025-11-15 12:58:20 | FIRE DETECTED
2025-11-15 12:58:21 | FIRE DETECTED
2025-11-15 12:58:21 | VIOLENCE DETECTED
2025-11-15 12:58:22 | FIRE DETECTED
2025-11-15 12:58:22 | FIRE DETECTED
2025-11-15 12:58:22 | VIOLENCE DETECTED
2025-11-15 12:58:23 | FIRE DETECTED
2025-11-15 12:58:23 | VIOLENCE DETECTED
2025-11-15 12:58:24 | FIRE DETECTED
2025-11-15 12:58:25 | FIRE DETECTED
2025-11-15 12:58:25 | VIOLENCE DETECTED
2025-11-15 12:58:25 | FIRE DETECTED
2025-11-15 12:58:26 | FIRE DETECTED
2025-11-15 12:58:26 | VIOLENCE DETECTED
2025-11-15 12:58:27 | FIRE DETECTED
2025-11-15 12:58:27 | VIOLENCE DETECTED
